gmt_create,predict_type,predict_status,exec_time_seconds,groupId,prompt_length,negative_prompt_length,num_images_per_prompt,num_inference_steps,checkpoint_model_version_id,num_lora,source_row,source_date,task_pool_id,task_index,task_uid,compute_multiplier,memory_multiplier,semantic_class,warning,requested_model,resolved_model,latency_ms,prompt_tokens,completion_tokens,total_tokens,attempts,response_sha256,q_count,q_data,q_llm,vram_base_gb,vram_requirement_gb_simulated,vram_value_classification
2024-11-25 01:08:10,TXT_2_IMG,SUCCEED,26.0,G0264,82.0,26.0,8.0,30.0,M0026,0,6841,2024-11-25,2,10,pool02-task010,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,982.9744159942492,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,1.0560519902518277,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 01:23:26,TXT_2_IMG,SUCCEED,23.0,G1230,58.0,26.0,1.0,30.0,M0010,0,6856,2024-11-25,2,11,pool02-task011,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,922.7190830279142,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.934199837530463,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 01:52:22,TXT_2_IMG,SUCCEED,20.0,G1206,49.0,26.0,1.0,30.0,M0002,0,6868,2024-11-25,2,12,pool02-task012,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,934.046334004961,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.8123476848090982,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 01:58:42,TXT_2_IMG,SUCCEED,25.0,G1188,44.0,26.0,1.0,30.0,M0010,0,6872,2024-11-25,2,13,pool02-task013,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,880.379999987781,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,1.0154346060113728,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 02:08:02,IMG_2_IMG,SUCCEED,27.0,G1234,2.0,0.0,4.0,30.0,M0001,0,6873,2024-11-25,2,14,pool02-task014,2.0,1.5,image_editing,High step count and multiple images increase compute demand.,deepseek-chat,deepseek-v4-flash,1090.3874170035124,173,53,226,1,8128ad793803a5e950ff6eb092b6f76deb5b9e49d4ef6ac72c5be95f2513d124,1.0,1.0966693744922826,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 02:10:06,TXT_2_IMG,SUCCEED,20.0,G1226,104.0,26.0,1.0,30.0,M0000,0,6875,2024-11-25,2,15,pool02-task015,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1044.1582079511136,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.8123476848090982,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 02:18:49,TXT_2_IMG,SUCCEED,24.0,G1235,57.0,26.0,4.0,30.0,M0000,0,6883,2024-11-25,2,16,pool02-task016,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,974.170250003226,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.9748172217709179,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 02:19:43,IMG_2_IMG,SUCCEED,30.0,G0235,12.0,0.0,4.0,30.0,M0001,1,6887,2024-11-25,2,17,pool02-task017,2.5,2.0,image_editing,IMG_2_IMG with 4 images and 30 steps is compute-heavy.,deepseek-chat,deepseek-v4-flash,1049.6962500037623,173,60,233,1,bb604e8b3852b2b142ba7dd5c6a2bb12c33b7bfdd04130f12ca36918a3182898,1.0,1.2185215272136474,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 02:20:03,TXT_2_IMG,SUCCEED,22.0,G1235,26.0,26.0,1.0,30.0,M0004,0,6888,2024-11-25,2,18,pool02-task018,1.5,1.2,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,831.1750419670716,174,48,222,1,9a792016e1746d976be521c0840021b2659b44e3aff7bc0bfb0e162c868bca95,1.0,0.8935824532900081,0.7425742574257426,0.1625,0.195,simulated_vbase_times_deepseek_multiplier
2024-11-25 02:21:50,TXT_2_IMG,SUCCEED,21.0,G1237,63.0,26.0,1.0,30.0,M0002,0,6892,2024-11-25,2,19,pool02-task019,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,999.659499968402,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.8529650690495532,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 02:26:24,TXT_2_IMG,SUCCEED,32.0,G0235,13.0,0.0,4.0,30.0,M0001,1,6897,2024-11-25,2,20,pool02-task020,2.0,1.5,image_generation,Moderate compute demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1048.5926669789478,174,56,230,1,513bf8d62f9d65e07c79ac621094acbe920d698f146b014f43f63fb189341f82,1.0,1.2997562956945572,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 02:38:26,TXT_2_IMG,SUCCEED,13.0,G1239,43.0,26.0,1.0,30.0,M0002,0,6909,2024-11-25,2,21,pool02-task021,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,899.3734579999,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.5280259951259139,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 02:59:08,TXT_2_IMG,SUCCEED,30.0,G0046,62.0,26.0,1.0,30.0,M0002,0,6927,2024-11-25,2,22,pool02-task022,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1136.0312919132411,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,1.2185215272136474,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 03:20:27,TXT_2_IMG,SUCCEED,14.0,G1248,59.0,26.0,1.0,30.0,M0002,0,6933,2024-11-25,2,23,pool02-task023,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,867.1208749292418,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c,1.0,0.5686433793663688,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 03:24:26,TXT_2_IMG,SUCCEED,13.0,G0895,52.0,26.0,1.0,30.0,M0002,0,6935,2024-11-25,2,24,pool02-task024,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,859.506166074425,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.5280259951259139,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 04:19:50,TXT_2_IMG,SUCCEED,59.0,G0793,43.0,0.0,4.0,30.0,M0003,1,6983,2024-11-25,2,25,pool02-task025,2.5,2.0,image_generation,High resource demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1044.841125025414,174,55,229,1,7096b5db4bc5c65db42f65552313a8ed3fb968f990708fb37f0ee8290868adc2,1.0,2.39642567018684,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 05:32:43,TXT_2_IMG,SUCCEED,12.0,G0693,54.0,28.0,1.0,30.0,M0004,0,7023,2024-11-25,2,26,pool02-task026,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,883.5886250017211,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.48740861088545895,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 06:10:25,TXT_2_IMG,SUCCEED,26.0,G1263,51.0,26.0,8.0,30.0,M0010,0,7035,2024-11-25,2,27,pool02-task027,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,831.352207926102,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,1.0560519902518277,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 06:28:19,TXT_2_IMG,SUCCEED,16.0,G1263,69.0,26.0,1.0,30.0,M0010,0,7047,2024-11-25,2,28,pool02-task028,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1062.3381660552695,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c,1.0,0.6498781478472786,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 06:50:09,IMG_2_IMG,SUCCEED,17.0,G0316,4.0,0.0,1.0,30.0,M0001,0,7056,2024-11-25,2,29,pool02-task029,1.5,1.5,image_editing,Low prompt length may reduce quality.,deepseek-chat,deepseek-v4-flash,1052.394999889657,173,50,223,1,2e168f685a0e24c82c4e5a3c41a886af7fc76aacf49ef7200ffbfc232aac6a04,1.0,0.6904955320877335,0.7425742574257426,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 07:28:47,IMG_2_IMG,SUCCEED,14.0,G0316,4.0,0.0,1.0,30.0,M0001,0,7064,2024-11-25,2,30,pool02-task030,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1150.0045409193262,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,0.5686433793663688,0.7425742574257426,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 07:31:13,IMG_2_IMG,SUCCEED,13.0,G0316,4.0,0.0,1.0,30.0,M0001,0,7066,2024-11-25,2,31,pool02-task031,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1146.5164999244737,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,0.5280259951259139,0.7425742574257426,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 07:32:02,IMG_2_IMG,SUCCEED,15.0,G0316,4.0,0.0,1.0,30.0,M0001,0,7068,2024-11-25,2,32,pool02-task032,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1305.1213329890743,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,0.6092607636068237,0.7425742574257426,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 10:16:50,TXT_2_IMG,SUCCEED,19.0,G1268,51.0,26.0,1.0,30.0,M0006,0,7080,2024-11-25,2,33,pool02-task033,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,960.8705840073526,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.7717303005686433,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 10:19:26,IMG_2_IMG,SUCCEED,13.0,G1268,54.0,26.0,1.0,30.0,M0006,0,7081,2024-11-25,2,34,pool02-task034,2.0,2.0,image_generation,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1001.3942079385744,173,56,229,1,a94105c9826f2dd968eb267c4cdb79acf5a6c5fea569c809bbfe698c11ac4da5,1.0,0.5280259951259139,0.9900990099009901,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 17:19:36,TXT_2_IMG,SUCCEED,16.0,G1280,46.0,26.0,4.0,30.0,M0002,0,7127,2024-11-25,2,35,pool02-task035,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1062.5191249419004,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.6498781478472786,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 17:39:27,IMG_2_IMG,SUCCEED,18.0,G0873,43.0,26.0,2.0,30.0,M0006,0,7167,2024-11-25,2,36,pool02-task036,2.5,2.0,image_editing,IMG_2_IMG with 2 images and 30 steps is compute-heavy.,deepseek-chat,deepseek-v4-flash,951.9080419559032,173,60,233,1,ab643884fc5e87966428bd87eec99dc8963fae0854726839f360d8806be406d0,1.0,0.7311129163281884,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 17:44:56,TXT_2_IMG,SUCCEED,38.0,G0146,25.0,0.0,8.0,30.0,M0001,1,7187,2024-11-25,2,37,pool02-task037,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,953.3635419793428,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,1.5434606011372867,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 17:49:12,TXT_2_IMG,SUCCEED,16.0,G1291,5.0,26.0,1.0,30.0,M0004,0,7199,2024-11-25,2,38,pool02-task038,1.0,1.0,TXT_2_IMG,Baseline text-to-image task.,deepseek-chat,deepseek-v4-flash,998.141041956842,174,52,226,1,f169ec5db12b92ab821838f26f69d215859ed6fbf747c547d7ba144a20fa4979,1.0,0.6498781478472786,0.49504950495049505,0.1625,0.1625,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:03:46,IMG_2_IMG,SUCCEED,23.0,G1078,169.0,0.0,1.0,30.0,M0001,0,7248,2024-11-25,2,39,pool02-task039,2.0,2.0,image_editing,Moderate resource demand for img2img with 30 steps.,deepseek-chat,deepseek-v4-flash,1095.8716250024736,173,56,229,1,766b450b9147a17e0d323b8f2b1ba97b103a21c2a9a085f079eddbd604befcc9,1.0,0.934199837530463,0.9900990099009901,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:11:24,TXT_2_IMG,SUCCEED,22.0,G1302,48.0,26.0,1.0,30.0,M0002,0,7270,2024-11-25,2,40,pool02-task040,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1137.711749994196,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63,1.0,0.8935824532900081,0.7425742574257426,0.1625,0.195,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:23:13,TXT_2_IMG,SUCCEED,43.0,G1292,97.0,26.0,8.0,40.0,M0011,0,7302,2024-11-25,2,41,pool02-task041,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1077.885666047223,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,1.7465475223395612,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:31:03,TXT_2_IMG,SUCCEED,32.0,G1308,85.0,26.0,2.0,30.0,M0002,0,7311,2024-11-25,2,42,pool02-task042,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1274.973375024274,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,1.2997562956945572,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:39:12,IMG_2_IMG,SUCCEED,10.0,G1313,39.0,26.0,1.0,30.0,M0004,0,7342,2024-11-25,2,43,pool02-task043,2.0,2.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1249.003625009209,173,57,230,1,a5eea40917a0a58b7980aec4d7e37609a9fbec74a3df7a13756eced6858d0a98,1.0,0.4061738424045491,0.9900990099009901,0.1625,0.40625,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:39:42,TXT_2_IMG,SUCCEED,10.0,G1316,6.0,26.0,1.0,30.0,M0035,0,7344,2024-11-25,2,44,pool02-task044,1.0,1.0,TXT_2_IMG,Baseline text-to-image task.,deepseek-chat,deepseek-v4-flash,967.3215419752524,174,52,226,1,f169ec5db12b92ab821838f26f69d215859ed6fbf747c547d7ba144a20fa4979,1.0,0.4061738424045491,0.49504950495049505,0.1625,0.1625,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:43:16,TXT_2_IMG,SUCCEED,94.0,G0529,31.0,0.0,4.0,30.0,M0003,1,7360,2024-11-25,2,45,pool02-task045,2.5,2.0,image_generation,High resource demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1254.357457975857,174,55,229,1,7096b5db4bc5c65db42f65552313a8ed3fb968f990708fb37f0ee8290868adc2,1.0,3.8180341186027618,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:49:16,TXT_2_IMG,SUCCEED,68.0,G1322,28.0,0.0,8.0,30.0,M0001,1,7383,2024-11-25,2,46,pool02-task046,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1202.5602500652894,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,2.761982128350934,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:56:54,TXT_2_IMG,SUCCEED,72.0,G0316,11.0,0.0,8.0,30.0,M0003,1,7393,2024-11-25,2,47,pool02-task047,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1015.4348749201744,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,2.9244516653127537,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 18:56:55,INPAINTING,SUCCEED,8.0,G1317,72.0,26.0,1.0,30.0,M0004,0,7394,2024-11-25,2,48,pool02-task048,2.5,2.0,inpainting,Moderate resource demand for inpainting with 30 steps.,deepseek-chat,deepseek-v4-flash,1003.7659999215977,172,55,227,1,1f77c8ba3766cc19fb269239ce52c617f8e37b54653be25f6a589af7f16ffc6c,1.0,0.3249390739236393,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 19:00:03,TXT_2_IMG,SUCCEED,18.0,G1315,55.0,26.0,4.0,30.0,M0014,0,7405,2024-11-25,2,49,pool02-task049,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,966.9284169794992,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.7311129163281884,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 19:24:10,TXT_2_IMG,SUCCEED,21.0,G1326,54.0,26.0,4.0,30.0,M0008,1,7413,2024-11-25,2,50,pool02-task050,2.5,2.0,image_generation,High resource demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1097.0431249588728,174,55,229,1,7096b5db4bc5c65db42f65552313a8ed3fb968f990708fb37f0ee8290868adc2,1.0,0.8529650690495532,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 20:40:14,TXT_2_IMG,SUCCEED,10.0,G1331,64.0,26.0,1.0,30.0,M0000,0,7446,2024-11-25,2,51,pool02-task051,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,838.9147080015391,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.4061738424045491,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 20:50:46,TXT_2_IMG,SUCCEED,19.0,G1334,65.0,26.0,1.0,30.0,M0002,0,7457,2024-11-25,2,52,pool02-task052,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1107.6279159169644,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.7717303005686433,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:01:41,TXT_2_IMG,SUCCEED,28.0,G0264,1.0,26.0,8.0,30.0,M0026,0,7485,2024-11-25,2,53,pool02-task053,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1262.777957948856,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,1.1372867587327375,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:13:51,TXT_2_IMG,SUCCEED,22.0,G0264,7.0,26.0,8.0,30.0,M0026,0,7522,2024-11-25,2,54,pool02-task054,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1063.035125029273,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.8935824532900081,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:14:38,TXT_2_IMG,SUCCEED,20.0,G0264,6.0,26.0,8.0,30.0,M0026,0,7524,2024-11-25,2,55,pool02-task055,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1058.8017090922222,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.8123476848090982,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:19:50,TXT_2_IMG,SUCCEED,12.0,G1353,76.0,26.0,1.0,30.0,M0002,0,7538,2024-11-25,2,56,pool02-task056,2.0,2.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1006.8665839498864,174,48,222,1,ffeee6e1de1e21acf53b3b58a5d22f863597949180b8b060ad39c4ecaee75d22,1.0,0.48740861088545895,0.9900990099009901,0.1625,0.40625,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:20:01,TXT_2_IMG,SUCCEED,10.0,G1351,71.0,26.0,4.0,30.0,M0002,0,7539,2024-11-25,2,57,pool02-task057,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1006.0715420404448,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.4061738424045491,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:27:26,TXT_2_IMG,SUCCEED,18.0,G1347,60.0,26.0,1.0,30.0,M0002,0,7566,2024-11-25,2,58,pool02-task058,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1023.5641250619664,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.7311129163281884,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:39:09,TXT_2_IMG,SUCCEED,24.0,G1364,60.0,26.0,1.0,30.0,M0002,0,7603,2024-11-25,2,59,pool02-task059,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1105.64579104539,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.9748172217709179,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:43:05,TXT_2_IMG,SUCCEED,37.0,G0250,31.0,0.0,1.0,30.0,M0003,1,7619,2024-11-25,2,60,pool02-task060,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1078.8777909474447,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,1.5028432168968318,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:51:03,TXT_2_IMG,SUCCEED,19.0,G0129,73.0,26.0,4.0,30.0,M0002,0,7650,2024-11-25,2,61,pool02-task061,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1089.8017500294372,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.7717303005686433,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 21:56:37,TXT_2_IMG,SUCCEED,12.0,G1370,45.0,26.0,1.0,30.0,M0010,0,7670,2024-11-25,2,62,pool02-task062,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,912.8477500053124,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.48740861088545895,0.9900990099009901,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-25 22:00:23,TXT_2_IMG,SUCCEED,36.0,G1292,85.0,0.0,8.0,30.0,M0011,0,7685,2024-11-25,2,63,pool02-task063,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1253.5684999311345,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,1.4622258326563768,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 22:05:17,TXT_2_IMG,SUCCEED,99.0,G0316,17.0,0.0,8.0,30.0,M0003,1,7697,2024-11-25,2,64,pool02-task064,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,952.8940409654753,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,4.0211210398050365,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-25 22:14:04,TXT_2_IMG,SUCCEED,26.0,G0657,100.0,0.0,4.0,30.0,M0004,0,7729,2024-11-25,2,65,pool02-task065,2.5,2.0,image_generation,High resource demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1041.7611250886694,174,55,229,1,7096b5db4bc5c65db42f65552313a8ed3fb968f990708fb37f0ee8290868adc2,1.0,1.0560519902518277,1.2376237623762376,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
